account_id,account_name,domain,industry,employee_range,country,lifecycle_stage,created_date,last_activity_date,owner,arr_eur,renewal_date,created_date_parsed,created_date_format,last_activity_date_parsed,last_activity_date_format,renewal_date_parsed,renewal_date_format,country_clean,domain_clean,domain_root,domain_source,has_domain,name_norm,dup_marker,last_activity_flag,entity_id,is_master,merged_into
ACC-007818,Flexihallogic,flexihallogic.fr,Automotive,51-200,Fr,lost,12/03/2022,2024-03-04,j.vandenberg,,,2022-03-12,dmy,2024-03-04,iso,,empty,FR,flexihallogic.fr,flexihallogic,declared,1,flexihallogic,,,ENT-05912,1,
ACC-014717,FernopraPartners Group,fernoprapartners.fr,Telecom,51-200,belgium,prospect,16/04/2023,05/04/24,t.becker,,,2023-04-16,dmy,2024-05-04,mdy,,empty,BE,fernoprapartners.fr,fernoprapartners,declared,1,fernoprapartners,,,ENT-05636,1,
ACC-014477,ArdenhalForge SARL,ardenhalforge.fr,Consulting,51-200,belgium,lost,18/11/2020,20/12/2022,,,,2020-11-18,dmy,2022-12-20,dmy,,empty,BE,ardenhalforge.fr,ardenhalforge,declared,1,ardenhalforge,,,ENT-00566,0,ACC-002094
ACC-001416,GrimobelFood Group,grimobelfood.com,,11-50,United Kingdom,lead,24/07/2025,28/10/2025,p.lindqvist,,,2025-07-24,dmy,2025-10-28,dmy,,empty,GB,grimobelfood.com,grimobelfood,declared,1,grimobelfood,,,ENT-06594,1,
ACC-001080,JuntoviaLogic,juntovialogic.com,,11-50,FRANCE,prospect,07/06/21,2021-09-05,t.becker,,,2021-07-06,mdy,2021-09-05,iso,,empty,FR,juntovialogic.com,juntovialogic,declared,1,juntovialogic,,,ENT-09024,1,
ACC-005895,FlexidorDigital & Co,flexidordigital.fr,Retail,5000+,belgium,lead,11/22/22,05/30/23,j.vandenberg,,,2022-11-22,mdy,2023-05-30,mdy,,empty,BE,flexidordigital.fr,flexidordigital,declared,1,flexidordigital,,,ENT-05828,0,ACC-027620
ACC-015398,Quantirinfinance & Co,www.quantirinfinance.fr,Real Estate,201-500,BE,lead,2023-01-27,10/29/25,p.lindqvist,,,2023-01-27,iso,2025-10-29,mdy,,empty,BE,quantirinfinance.fr,quantirinfinance,declared,1,quantirinfinance,,,ENT-14245,1,
ACC-017060,AltagorLab,altagorlab.io,Consulting,51-200,spain,lost,21/08/2025,20/10/2025,m.delacroix,,,2025-08-21,dmy,2025-10-20,dmy,,empty,ES,altagorlab.io,altagorlab,declared,1,altagorlab,,,ENT-00121,1,
ACC-018530,Altagorflow France,altagorflow.com,Logistics,51-200,germany,opportunity,03/12/26,,p.lindqvist,,,2026-03-12,mdy,,empty,,empty,DE,altagorflow.com,altagorflow,declared,1,altagorflow,,,ENT-00114,1,
ACC-003981,OvalicalGroup SA,ovalicalgroup.io,,11-50,DE,lost,07/09/2021,,a.morel,,,2021-09-07,dmy,,empty,,empty,DE,ovalicalgroup.io,ovalicalgroup,declared,1,ovalicalgroup,,,ENT-12751,1,
ACC-018466,Grimobeltech France,,Agriculture,1-10,belgium,churned,2025-01-23,12/15/25,p.lindqvist,12000,,2025-01-23,iso,2025-12-15,mdy,,empty,BE,,grimobeltech,inferred_from_contacts,1,grimobeltech,,,ENT-06611,0,ACC-007456
ACC-016640,Serenipharma Group,serenipharma.io,Consulting,,ES,lead,12/28/19,05/12/25,,,,2019-12-28,mdy,2025-05-12,mdy,,empty,ES,serenipharma.io,serenipharma,declared,1,serenipharma,,,ENT-15418,0,ACC-011726
ACC-010574,Ovalifinlogistics,ovalifinlogistics.eu,Education,,spain,customer,11/26/18,07/30/23,m.delacroix,40000,2026-07-20,2018-11-26,mdy,2023-07-30,mdy,2026-07-20,iso,ES,ovalifinlogistics.eu,ovalifinlogistics,declared,1,ovalifinlogistics,,,ENT-12812,1,
ACC-024007,TerralumIndustries SAS,terralumindustries.eu,Hospitality,501-1000,belgium,lead,01/01/22,23/04/2022,l.moreau,,,2022-01-01,mdy,2022-04-23,dmy,,empty,BE,terralumindustries.eu,terralumindustries,declared,1,terralumindustries,,,ENT-17398,0,ACC-015188
ACC-022834,NovacalDigital SAS,www.novacaldigital.fr,Logistics,201-500,france,lost,2019-09-08,08/29/20,c.rinaldi,,,2019-09-08,iso,2020-08-29,mdy,,empty,FR,novacaldigital.fr,novacaldigital,declared,1,novacaldigital,,,ENT-11923,0,ACC-012721
ACC-009296,Primorinpartners SA,primorinpartners.com,Consulting,201-500,Fr,lost,05/06/2023,12/30/23,s.okafor,,,2023-06-05,dmy,2023-12-30,mdy,,empty,FR,primorinpartners.com,primorinpartners,declared,1,primorinpartners,,,ENT-13843,1,
ACC-009965,Kelvilexfood,kelvilexfood.co,Education,1001-5000,Fr,churned,12/08/25,2026-01-06,m.delacroix,5000,,2025-12-08,mdy,2026-01-06,iso,,empty,FR,kelvilexfood.co,kelvilexfood,declared,1,kelvilexfood,,,ENT-09182,1,
ACC-012313,YellolexDynamics France,yellolexdynamics.fr,Healthcare,51-200,Fr,prospect,2024-11-09,04/10/2025,a.morel,,,2024-11-09,iso,2025-10-04,dmy,,empty,FR,yellolexdynamics.fr,yellolexdynamics,declared,1,yellolexdynamics,,,ENT-19831,1,
ACC-024268,KelvihalPartners,kelvihalpartners.com,Agriculture,201-500,Belgique,prospect,12/10/23,06/19/26,,,,2023-12-10,mdy,2026-06-19,mdy,,empty,BE,kelvihalpartners.com,kelvihalpartners,declared,1,kelvihalpartners,,,ENT-09163,1,
ACC-005440,AxiorinGroup SARL,axioringroup.fr,Manufacturing,501-1000,Germany,opportunity,29/07/2024,03/02/25,t.becker,,,2024-07-29,dmy,2025-03-02,mdy,,empty,DE,axioringroup.fr,axioringroup,declared,1,axioringroup,,,ENT-01137,1,
ACC-025644,Estevabelsolutions,estevabelsolutions.eu,Retail,11-50,Allemagne,lead,2024-10-09,,c.rinaldi,,,2024-10-09,iso,,empty,,empty,DE,estevabelsolutions.eu,estevabelsolutions,declared,1,estevabelsolutions,,,ENT-04579,1,
ACC-000387,Belfonexforge Group,belfonexforge.co,Financial Services,501-1000,ES,lost,2018-06-21,02/27/24,t.becker,,,2018-06-21,iso,2024-02-27,mdy,,empty,ES,belfonexforge.co,belfonexforge,declared,1,belfonexforge,,,ENT-01478,1,
ACC-013713,MerivenPharma SA,,Telecom,1-10,germany,lead,2024-02-12,10/22/24,,,,2024-02-12,iso,2024-10-22,mdy,,empty,DE,,merivenpharma,inferred_from_contacts,1,merivenpharma,,,ENT-11056,1,
ACC-016015,Neolumworks France,neolumworks.fr,Software,51-200,United Kingdom,prospect,06/09/2018,10/20/22,s.okafor,,,2018-09-06,dmy,2022-10-20,mdy,,empty,GB,neolumworks.fr,neolumworks,declared,1,neolumworks,,,ENT-11272,1,
ACC-002711,UlmibelDigital France,ulmibeldigital.fr,Media,51-200,GB,lost,2024-02-05,06/03/26,m.delacroix,,,2024-02-05,iso,2026-06-03,mdy,,empty,GB,ulmibeldigital.fr,ulmibeldigital,declared,1,ulmibeldigital,,,ENT-17622,1,
ACC-005054,Lorribelimmo SARL,www.lorribelimmo.com,Logistics,11-50,Fr,customer,09/08/25,2025-10-11,m.delacroix,40000,18/08/2026,2025-09-08,mdy,2025-10-11,iso,2026-08-18,dmy,FR,lorribelimmo.com,lorribelimmo,declared,1,lorribelimmo,,,ENT-09438,1,
ACC-005977,HaldepraData France,,Automotive,51-200,Germany,prospect,21/11/2018,06/16/24,,,,2018-11-21,dmy,2024-06-16,mdy,,empty,DE,,haldepradata,inferred_from_contacts,1,haldepradata,,,ENT-07237,1,
ACC-021447,DoriogorIndustries,doriogorindustries.com,Software,201-500,Fr,lead,22/08/2022,20/07/2023,m.delacroix,,,2022-08-22,dmy,2023-07-20,dmy,,empty,FR,doriogorindustries.com,doriogorindustries,declared,1,doriogorindustries,,,ENT-03837,0,ACC-028184
ACC-008344,Grimoquilogistics & Co,grimoquilogistics.eu,Telecom,51-200,nederland,lost,04/02/2021,21/07/2025,p.lindqvist,,,2021-02-04,dmy,2025-07-21,dmy,,empty,NL,grimoquilogistics.eu,grimoquilogistics,declared,1,grimoquilogistics,,,ENT-06868,0,ACC-029423
ACC-029595,OvalinexWorks,ovalinexworks.eu,Financial Services,11-50,Fr,lost,2026-01-18,,a.morel,,,2026-01-18,iso,,empty,,empty,FR,ovalinexworks.eu,ovalinexworks,declared,1,ovalinexworks,,,ENT-12971,0,ACC-003949
ACC-022464,BriofinSolutions Group,briofinsolutions.com,Manufacturing,11-50,france,lost,02/12/2020,04/06/21,p.lindqvist,,,2020-12-02,dmy,2021-04-06,mdy,,empty,FR,briofinsolutions.com,briofinsolutions,declared,1,briofinsolutions,,,ENT-01763,1,
ACC-027044,MerinexPartners France,merinexpartners.co,Retail,11-50,FRANCE,customer,23/02/2019,08/26/19,p.lindqvist,40000,04/17/27,2019-02-23,dmy,2019-08-26,mdy,2027-04-17,mdy,FR,merinexpartners.co,merinexpartners,declared,1,merinexpartners,,,ENT-10909,1,
ACC-007883,CendratasDynamics SARL,www.cendratasdynamics.io,Agriculture,51-200,Switzerland,lost,06/07/25,,m.delacroix,,,2025-06-07,mdy,,empty,,empty,CH,cendratasdynamics.io,cendratasdynamics,declared,1,cendratasdynamics,,,ENT-02849,1,
ACC-026077,Cendracalenergie SAS,cendracalenergie.eu,Media,51-200,Netherlands,prospect,2019-01-30,26/06/2022,t.becker,,,2019-01-30,iso,2022-06-26,dmy,,empty,NL,cendracalenergie.eu,cendracalenergie,declared,1,cendracalenergie,,,ENT-02529,1,
ACC-019516,MerilumIndustries France,merilumindustries.fr,Real Estate,11-50,France,prospect,30/07/2024,03/21/26,l.moreau,,,2024-07-30,dmy,2026-03-21,mdy,,empty,FR,merilumindustries.fr,merilumindustries,declared,1,merilumindustries,,,ENT-10853,1,
ACC-020118,NovahalRetail SAS,novahalretail.fr,Logistics,51-200,Italy,lead,2021-02-11,12/16/25,j.vandenberg,,,2021-02-11,iso,2025-12-16,mdy,,empty,IT,novahalretail.fr,novahalretail,declared,1,novahalretail,,,ENT-12042,1,
ACC-004523,NovabelConseil,novabelconseil.io,Automotive,1001-5000,United Kingdom,customer,2024-10-23,2026-07-11,,25000,16/07/2027,2024-10-23,iso,2026-07-11,iso,2027-07-16,dmy,GB,novabelconseil.io,novabelconseil,declared,1,novabelconseil,,,ENT-11896,1,
ACC-016721,Nordirinfood,nordirinfood.io,Consulting,11-50,France,lost,10/20/25,2026-07-06,,,,2025-10-20,mdy,2026-07-06,iso,,empty,FR,nordirinfood.io,nordirinfood,declared,1,nordirinfood,,,ENT-11777,0,ACC-019072
ACC-014233,EstevanexForge France,estevanexforge.eu,Automotive,51-200,FR,lost,01/21/23,06/16/25,,,,2023-01-21,mdy,2025-06-16,mdy,,empty,FR,estevanexforge.eu,estevanexforge,declared,1,estevanexforge,,,ENT-04774,0,ACC-016567
ACC-029717,Merivialabs,,Retail,1-10,Fr,prospect,2026-01-18,,s.okafor,,,2026-01-18,iso,,empty,,empty,FR,,merivialabs,inferred_from_contacts,1,merivialabs,,,ENT-11072,1,
ACC-000041,BelfomarConsulting,belfomarconsulting.eu,Media,51-200,FR,lead,13/06/2021,13/10/2024,,,,2021-06-13,dmy,2024-10-13,dmy,,empty,FR,belfomarconsulting.eu,belfomarconsulting,declared,1,belfomarconsulting,,,ENT-01450,1,
ACC-003631,Wallicalindustries,wallicalindustries.fr,Energy,11-50,Fr,lead,2021-12-04,2023-11-04,m.delacroix,,,2021-12-04,iso,2023-11-04,iso,,empty,FR,wallicalindustries.fr,wallicalindustries,declared,1,wallicalindustries,,,ENT-19302,0,ACC-009900
ACC-000065,CendralumRetail SAS,cendralumretail.fr,Real Estate,201-500,france,prospect,2020-01-14,,,,,2020-01-14,iso,,empty,,empty,FR,cendralumretail.fr,cendralumretail,declared,1,cendralumretail,,,ENT-02695,0,ACC-004830
ACC-007537,Fabricalenergie SAS,fabricalenergie.com,Automotive,11-50,DE,lost,2021-04-17,31/01/2023,p.lindqvist,,,2021-04-17,iso,2023-01-31,dmy,,empty,DE,fabricalenergie.com,fabricalenergie,declared,1,fabricalenergie,,,ENT-04989,1,
ACC-002061,Haldequidata SAS,haldequidata.eu,Financial Services,11-50,CH,lead,06/06/19,11/11/2025,a.morel,,,2019-06-06,mdy,2025-11-11,dmy,,empty,CH,haldequidata.eu,haldequidata,declared,1,haldequidata,,,ENT-07258,0,ACC-013338
ACC-027634,PrimohalRetail SARL,primohalretail.eu,Construction,11-50,Espagne,lead,07/25/21,13/01/2025,m.delacroix,,,2021-07-25,mdy,2025-01-13,dmy,,empty,ES,primohalretail.eu,primohalretail,declared,1,primohalretail,,,ENT-13681,0,ACC-009678
ACC-020685,JuntodorSoft,juntodorsoft.com,Automotive,1-10,France,lead,18/05/2021,24/10/2023,,,,2021-05-18,dmy,2023-10-24,dmy,,empty,FR,juntodorsoft.com,juntodorsoft,declared,1,juntodorsoft,,,ENT-08695,1,
ACC-025370,Novavenfood Group,,Financial Services,1-10,FRANCE,prospect,2026-04-05,06/28/26,p.lindqvist,,,2026-04-05,iso,2026-06-28,mdy,,empty,FR,,novavenfood,inferred_from_contacts,1,novavenfood,,,ENT-12263,1,
ACC-011672,CaurilumFood,caurilumfood.eu,Logistics,1-10,france,lead,2022-09-30,16/02/2025,m.delacroix,,,2022-09-30,iso,2025-02-16,dmy,,empty,FR,caurilumfood.eu,caurilumfood,declared,1,caurilumfood,,,ENT-02265,0,ACC-005863
ACC-013776,OptinexLab,optinexlab.co,Software,201-500,Espagne,opportunity,03/12/21,11/01/2025,s.okafor,,,2021-03-12,mdy,2025-01-11,dmy,,empty,ES,optinexlab.co,optinexlab,declared,1,optinexlab,,,ENT-12539,1,
ACC-010493,OvaliLogic SARL,ovalilogic.eu,Construction,51-200,NL,opportunity,2019-08-06,01/21/24,t.becker,,,2019-08-06,iso,2024-01-21,mdy,,empty,NL,ovalilogic.eu,ovalilogic,declared,1,ovalilogic,,,ENT-12899,1,
ACC-021707,Cendrahalpharma & Co,cendrahalpharma.com,Software,11-50,France,prospect,05/23/24,01/13/26,s.okafor,,,2024-05-23,mdy,2026-01-13,mdy,,empty,FR,cendrahalpharma.com,cendrahalpharma,declared,1,cendrahalpharma,,,ENT-02643,1,
ACC-025230,VectomarSolutions Group,vectomarsolutions.io,,51-200,france,prospect,09/01/25,,,,,2025-09-01,mdy,,empty,,empty,FR,vectomarsolutions.io,vectomarsolutions,declared,1,vectomarsolutions,,,ENT-18267,1,
ACC-018098,RoccadorSystems,roccadorsystems.com,Real Estate,51-200,Spain,customer,2025-09-12,23/02/2026,t.becker,8000,07/31/26,2025-09-12,iso,2026-02-23,dmy,2026-07-31,mdy,ES,roccadorsystems.com,roccadorsystems,declared,1,roccadorsystems,,,ENT-14829,1,
ACC-020004,DelfilexRetail Group,delfilexretail.com,Consulting,201-500,FR,lead,01/20/22,20/12/2023,p.lindqvist,,,2022-01-20,mdy,2023-12-20,dmy,,empty,FR,delfilexretail.com,delfilexretail,declared,1,delfilexretail,,,ENT-03479,1,
ACC-004960,Terrahalpartners,terrahalpartners.eu,Healthcare,11-50,Fr,lead,28/06/2018,11/17/23,s.okafor,,,2018-06-28,dmy,2023-11-17,mdy,,empty,FR,terrahalpartners.eu,terrahalpartners,declared,1,terrahalpartners,,,ENT-17348,1,
ACC-017851,Quantiprasolutions SARL,quantiprasolutions.io,Financial Services,11-50,NL,lead,23/10/2020,2022-07-01,t.becker,,,2020-10-23,dmy,2022-07-01,iso,,empty,NL,quantiprasolutions.io,quantiprasolutions,declared,1,quantiprasolutions,,,ENT-14215,0,ACC-020185
ACC-009524,IberiEnergie & Co,www.iberienergie.io,,51-200,nederland,lead,12/24/24,01/02/2026,l.moreau,,,2024-12-24,mdy,2026-02-01,dmy,,empty,NL,iberienergie.io,iberienergie,declared,1,iberienergie,,,ENT-07885,0,ACC-024846
ACC-026942,YellorinImmo Group,yellorinimmo.eu,Automotive,51-200,France,lost,04/07/2024,12/20/24,l.moreau,,,2024-07-04,dmy,2024-12-20,mdy,,empty,FR,yellorinimmo.eu,yellorinimmo,declared,1,yellorinimmo,,,ENT-19984,1,
ACC-009497,Lorrigorpartners,lorrigorpartners.co,Education,11-50,DE,lead,25/12/2018,09/20/23,m.delacroix,,,2018-12-25,dmy,2023-09-20,mdy,,empty,DE,lorrigorpartners.co,lorrigorpartners,declared,1,lorrigorpartners,,,ENT-09551,1,
ACC-028506,Haldehalgroup,www.haldehalgroup.co,Telecom,51-200,Netherlands,lead,2022-10-24,,l.moreau,,,2022-10-24,iso,,empty,,empty,NL,haldehalgroup.co,haldehalgroup,declared,1,haldehalgroup,,,ENT-07118,0,ACC-000221
ACC-020411,MeriquiDynamics Group,meriquidynamics.com,Media,201-500,Fr,churned,2023-10-30,2026-05-22,p.lindqvist,3000,,2023-10-30,iso,2026-05-22,iso,,empty,FR,meriquidynamics.com,meriquidynamics,declared,1,meriquidynamics,,,ENT-10946,1,
ACC-004873,Cortilexmedia France,cortilexmedia.fr,Construction,51-200,Netherlands,lead,08/04/2024,19/02/2026,j.vandenberg,,,2024-04-08,dmy,2026-02-19,dmy,,empty,NL,cortilexmedia.fr,cortilexmedia,declared,1,cortilexmedia,,,ENT-03079,0,ACC-005554
ACC-011868,IbericalIndustries SARL,,Media,1001-5000,FRANCE,lost,2025-06-15,2025-08-04,s.okafor,,,2025-06-15,iso,2025-08-04,iso,,empty,FR,,ibericalindustries,inferred_from_contacts,1,ibericalindustries,,,ENT-07843,1,
ACC-019753,BelfomarForge Group,belfomarforge.fr,Construction,1-10,ES,lead,04/24/22,07/17/26,l.moreau,,,2022-04-24,mdy,2026-07-17,mdy,,empty,ES,belfomarforge.fr,belfomarforge,declared,1,belfomarforge,,,ENT-01456,1,
ACC-014319,Talohalhub SARL,talohalhub.com,Consulting,51-200,Espagne,lead,06/01/2021,22/07/2023,c.rinaldi,,,2021-01-06,dmy,2023-07-22,dmy,,empty,ES,talohalhub.com,talohalhub,declared,1,talohalhub,,,ENT-16929,0,ACC-014263
ACC-005447,AltahalIndustries,,Media,51-200,Belgium,opportunity,29/03/2026,06/16/26,j.vandenberg,,,2026-03-29,dmy,2026-06-16,mdy,,empty,BE,,altahalindustries,inferred_from_contacts,1,altahalindustries,,,ENT-00144,0,ACC-027515
ACC-026318,SerenigorData,serenigordata.io,Manufacturing,1-10,Italy,lead,10/04/21,,s.okafor,,,2021-10-04,mdy,,empty,,empty,IT,serenigordata.io,serenigordata,declared,1,serenigordata,,,ENT-15272,0,ACC-021334
ACC-008209,Haldefingroup SAS,,Financial Services,201-500,Pays-Bas,prospect,13/01/2018,08/03/2024,,,,2018-01-13,dmy,2024-03-08,dmy,,empty,NL,,haldefingroup,inferred_from_contacts,1,haldefingroup,,,ENT-07074,1,
ACC-004394,Ulmirintech SAS,ulmirintech.io,Software,201-500,NL,lead,13/10/2022,10/18/23,s.okafor,,,2022-10-13,dmy,2023-10-18,mdy,,empty,NL,ulmirintech.io,ulmirintech,declared,1,ulmirintech,,,ENT-17939,1,
ACC-009215,Sylvaquilogistics SAS,sylvaquilogistics.eu,Retail,11-50,france,opportunity,20/03/2020,2024-01-16,,,,2020-03-20,dmy,2024-01-16,iso,,empty,FR,sylvaquilogistics.eu,sylvaquilogistics,declared,1,sylvaquilogistics,,,ENT-16677,1,
ACC-029379,HALDETASDYNAMICS,www.haldetasdynamics.eu,Real Estate,11-50,Espagne,prospect,03/10/20,,s.okafor,,,2020-03-10,mdy,,empty,,empty,ES,haldetasdynamics.eu,haldetasdynamics,declared,1,haldetasdynamics,,,ENT-07335,0,ACC-013247
ACC-025878,Flexilumlogistics & Co,flexilumlogistics.fr,Media,51-200,FR,lost,06/01/18,21/01/2023,l.moreau,,,2018-06-01,mdy,2023-01-21,dmy,,empty,FR,flexilumlogistics.fr,flexilumlogistics,declared,1,flexilumlogistics,,,ENT-05959,0,ACC-004078
ACC-006238,Solihalforge,solihalforge.com,Education,51-200,belgium,lead,31/07/2021,24/05/2022,m.delacroix,,,2021-07-31,dmy,2022-05-24,dmy,,empty,BE,solihalforge.com,solihalforge,declared,1,solihalforge,,,ENT-15703,1,
ACC-015705,RapinexData,rapinexdata.fr,Automotive,1001-5000,FRANCE,prospect,02/17/26,05/07/26,,,,2026-02-17,mdy,2026-05-07,mdy,,empty,FR,rapinexdata.fr,rapinexdata,declared,1,rapinexdata,,,ENT-14572,0,ACC-012550
ACC-006454,Cendraquiimmo SAS,www.cendraquiimmo.com,Consulting,201-500,Netherlands,lead,2024-09-17,12/15/25,s.okafor,,,2024-09-17,iso,2025-12-15,mdy,,empty,NL,cendraquiimmo.com,cendraquiimmo,declared,1,cendraquiimmo,,,ENT-02785,1,
ACC-025997,VectohalDigital,,Financial Services,51-200,france,lead,2025-05-13,2026-01-31,,,,2025-05-13,iso,2026-01-31,iso,,empty,FR,,vectohaldigital,inferred_from_contacts,1,vectohaldigital,,,ENT-18171,1,
ACC-012977,BelfomarPartners Group,,Telecom,201-500,FR,lost,23/02/2018,2020-02-28,a.morel,,,2018-02-23,dmy,2020-02-28,iso,,empty,FR,,belfomarpartners,inferred_from_contacts,1,belfomarpartners,,,ENT-01465,1,
ACC-025517,Stellafinmedia SARL,stellafinmedia.fr,Healthcare,201-500,ES,lost,04/27/19,2021-08-13,l.moreau,,,2019-04-27,mdy,2021-08-13,iso,,empty,ES,stellafinmedia.fr,stellafinmedia,declared,1,stellafinmedia,,,ENT-16067,1,
ACC-008166,BelfolumGroup,belfolumgroup.com,Education,201-500,Allemagne,prospect,10/18/23,04/17/26,l.moreau,,,2023-10-18,mdy,2026-04-17,mdy,,empty,DE,belfolumgroup.com,belfolumgroup,declared,1,belfolumgroup,,,ENT-01432,1,
ACC-001206,Nordipartners,nordipartners.co,Healthcare,51-200,Fr,prospect,26/06/2023,11/02/24,j.vandenberg,,,2023-06-26,dmy,2024-11-02,mdy,,empty,FR,nordipartners.co,nordipartners,declared,1,nordipartners,,,ENT-11726,0,ACC-004848
ACC-020338,PerribelRetail SA,perribelretail.co,Construction,501-1000,Italie,prospect,2018-01-20,10/04/2021,c.rinaldi,,,2018-01-20,iso,2021-04-10,dmy,,empty,IT,perribelretail.co,perribelretail,declared,1,perribelretail,,,ENT-13154,1,
ACC-007362,AltalexConsulting SA,altalexconsulting.fr,Agriculture,201-500,Fr,prospect,28/09/2018,03/01/24,j.vandenberg,,,2018-09-28,dmy,2024-03-01,mdy,,empty,FR,altalexconsulting.fr,altalexconsulting,declared,1,altalexconsulting,,,ENT-00163,1,
ACC-007612,Kelvihalflow & Co,kelvihalflow.eu,Logistics,11-50,france,lost,01/13/26,08/03/2026,a.morel,,,2026-01-13,mdy,2026-03-08,dmy,,empty,FR,kelvihalflow.eu,kelvihalflow,declared,1,kelvihalflow,,,ENT-09156,1,
ACC-024932,DorioquiFinance,dorioquifinance.io,Energy,51-200,DE,churned,04/02/22,08/23/23,c.rinaldi,5000,,2022-04-02,mdy,2023-08-23,mdy,,empty,DE,dorioquifinance.io,dorioquifinance,declared,1,dorioquifinance,,,ENT-04013,1,
ACC-000794,Ivoroquidynamics & Co,ivoroquidynamics.com,Logistics,11-50,Spain,lost,05/13/22,04/07/2025,c.rinaldi,,,2022-05-13,mdy,2025-07-04,dmy,,empty,ES,ivoroquidynamics.com,ivoroquidynamics,declared,1,ivoroquidynamics,,,ENT-08496,0,ACC-025803
ACC-005226,Vertiquipharma,vertiquipharma.co,Financial Services,11-50,Fr,prospect,04/13/22,01/25/26,,,,2022-04-13,mdy,2026-01-25,mdy,,empty,FR,vertiquipharma.co,vertiquipharma,declared,1,vertiquipharma,,,ENT-18743,1,
ACC-008810,Altalumlogistics Group,altalumlogistics.com,Logistics,201-500,belgium,lead,2025-07-20,10/13/25,,,,2025-07-20,iso,2025-10-13,mdy,,empty,BE,altalumlogistics.com,altalumlogistics,declared,1,altalumlogistics,,,ENT-00197,1,
ACC-012498,Serenibelforge SA,serenibelforge.eu,Energy,11-50,NL,lead,06/30/20,06/19/22,p.lindqvist,,,2020-06-30,mdy,2022-06-19,mdy,,empty,NL,serenibelforge.eu,serenibelforge,declared,1,serenibelforge,,,ENT-15182,0,ACC-029279
ACC-025589,IberisolDigital Group,iberisoldigital.co,Real Estate,201-500,Netherlands,lead,2020-02-20,10/05/2021,,,,2020-02-20,iso,2021-05-10,dmy,,empty,NL,iberisoldigital.co,iberisoldigital,declared,1,iberisoldigital,,,ENT-08142,0,ACC-009472
ACC-005204,Optirinlab,optirinlab.com,Telecom,51-200,FR,prospect,02/08/2025,16/11/2025,a.morel,,,2025-08-02,dmy,2025-11-16,dmy,,empty,FR,optirinlab.com,optirinlab,declared,1,optirinlab,,,ENT-12610,0,ACC-025570
ACC-002134,Doriomarlogic SA,doriomarlogic.fr,Telecom,11-50,Allemagne,lead,02/17/21,07/26/25,t.becker,,,2021-02-17,mdy,2025-07-26,mdy,,empty,DE,doriomarlogic.fr,doriomarlogic,declared,1,doriomarlogic,,,ENT-03950,1,
ACC-011077,Ovaligorlogic,ovaligorlogic.com,Financial Services,51-200,france,lead,2021-10-06,01/16/23,p.lindqvist,,,2021-10-06,iso,2023-01-16,mdy,,empty,FR,ovaligorlogic.com,ovaligorlogic,declared,1,ovaligorlogic,,,ENT-12836,1,
ACC-000875,RoccaquiServices & Co,roccaquiservices.eu,Media,11-50,IT,prospect,2025-02-23,,,,,2025-02-23,iso,,empty,,empty,IT,roccaquiservices.eu,roccaquiservices,declared,1,roccaquiservices,,,ENT-15049,1,
ACC-000121,Roccaworks,,Automotive,51-200,France,lead,09/11/19,18/10/2019,t.becker,,,2019-09-11,mdy,2019-10-18,dmy,,empty,FR,,roccaworks,inferred_from_contacts,1,roccaworks,,,ENT-15176,0,ACC-003550
ACC-020607,FernoquiFood France,fernoquifood.com,Software,51-200,France,lead,15/06/2025,11/13/25,s.okafor,,,2025-06-15,dmy,2025-11-13,mdy,,empty,FR,fernoquifood.com,fernoquifood,declared,1,fernoquifood,,,ENT-05649,0,ACC-009495
ACC-007982,VespinexPartners,vespinexpartners.fr,Real Estate,51-200,nederland,lead,23/02/2024,15/04/2026,,,,2024-02-23,dmy,2026-04-15,dmy,,empty,NL,vespinexpartners.fr,vespinexpartners,declared,1,vespinexpartners,,,ENT-19107,1,
ACC-016657,SerenifinGroup France,serenifingroup.com,Consulting,51-200,UK,opportunity,2024-08-09,26/10/2025,t.becker,,,2024-08-09,iso,2025-10-26,dmy,,empty,GB,serenifingroup.com,serenifingroup,declared,1,serenifingroup,,,ENT-15251,1,
ACC-000101,Nordiindustries,nordiindustries.io,Education,501-1000,Belgique,lost,02/26/23,02/21/26,a.morel,,,2023-02-26,mdy,2026-02-21,mdy,,empty,BE,nordiindustries.io,nordiindustries,declared,1,nordiindustries,,,ENT-11635,1,
ACC-016669,TerradorFinance Group,terradorfinance.co,Hospitality,51-200,France,opportunity,17/05/2025,2026-05-31,,,,2025-05-17,dmy,2026-05-31,iso,,empty,FR,terradorfinance.co,terradorfinance,declared,1,terradorfinance,,,ENT-17261,1,
ACC-010908,PrimocalTech,primocaltech.com,Agriculture,,BE,prospect,19/10/2020,,j.vandenberg,,,2020-10-19,dmy,,empty,,empty,BE,primocaltech.com,primocaltech,declared,1,primocaltech,,,ENT-13584,1,
ACC-014905,AltalumLab,altalumlab.com,Agriculture,51-200,Italy,lead,2022-06-12,06/18/24,,,,2022-06-12,iso,2024-06-18,mdy,,empty,IT,altalumlab.com,altalumlab,declared,1,altalumlab,,,ENT-00194,0,ACC-026531
ACC-018711,YelloPartners,yellopartners.co,Logistics,51-200,Spain,customer,18/06/2021,30/08/2022,,3000,09/04/2027,2021-06-18,dmy,2022-08-30,dmy,2027-04-09,dmy,ES,yellopartners.co,yellopartners,declared,1,yellopartners,,,ENT-19925,1,
