entity_id,name,name_norm,master_id,n_records,account_ids,domain,domain_root,country,industry,employee_range,lifecycle_consolidated,a_ete_client,deal_en_cours,arr_eur,arr_actif,arr_ex_client,renewal_date,arr_source_account,owner,owner_source_account,created_date_min,last_activity_max,country_conflict,arr_conflict,owner_conflict,lifecycle_conflict,review_churned_vs_opportunity,owner_a_router,segment,play_segment,segment_evidence
ENT-08829,JuntomarHub,juntomarhub,ACC-001952,1,ACC-001952,juntomarhub.fr,juntomarhub,FR,Manufacturing,11-50,prospect,0,0,,,,,,t.becker,ACC-001952,2020-01-21,2022-01-29,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-08830,Juntomarindustries,juntomarindustries,ACC-018142,1,ACC-018142,juntomarindustries.com,juntomarindustries,FR,Manufacturing,51-200,lead,0,0,,,,,,s.okafor,ACC-018142,2022-04-02,2025-01-01,0,0,0,0,0,0,MORT,aucun,events
ENT-08831,Juntomarlab,juntomarlab,ACC-028427,3,ACC-028427|ACC-028666|ACC-025213,juntomarlab.fr,juntomarlab,FR,Logistics,51-200,lead,0,0,,,,,,t.becker,ACC-028427,2019-04-20,2019-05-04,1,0,1,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08832,JuntomarLabs,juntomarlabs,ACC-019006,1,ACC-019006,juntomarlabs.com,juntomarlabs,GB,Real Estate,501-1000,customer,1,0,12000,12000,,2026-07-14,ACC-019006,p.lindqvist,ACC-019006,2024-10-05,2024-10-22,0,0,0,0,0,0,CLIENT_RENEWAL_ECHUE,risque,events
ENT-08833,Juntomarlogic & Co,juntomarlogic,ACC-020227,2,ACC-020227|ACC-009294,juntomarlogic.com,juntomarlogic,DE,Telecom,201-500,prospect,0,0,,,,,,l.moreau,ACC-020227,2021-02-26,2026-06-21,1,0,1,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-08834,Juntomarlogistics SARL,juntomarlogistics,ACC-018496,1,ACC-018496,juntomarlogistics.co,juntomarlogistics,ES,Real Estate,,prospect,0,0,,,,,,s.okafor,ACC-018496,2026-02-22,2026-04-19,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-08835,JuntomarMedia Group,juntomarmedia,ACC-013698,2,ACC-019079|ACC-013698,juntomarmedia.eu,juntomarmedia,BE,Logistics,51-200,prospect,0,0,,,,,,a.morel,ACC-019079,2025-07-18,2026-06-25,0,0,0,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-08836,Juntomarmobility Group,juntomarmobility,ACC-024075,1,ACC-024075,juntomarmobility.eu,juntomarmobility,FR,Real Estate,201-500,lost,0,0,,,,,,j.vandenberg,ACC-024075,2025-12-13,2026-05-17,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-08837,JuntomarPharma SAS,juntomarpharma,ACC-019919,2,ACC-001483|ACC-019919,juntomarpharma.eu,juntomarpharma,BE,Construction,501-1000,churned,1,0,12000,,12000,2027-01-13,ACC-019919,j.vandenberg,ACC-019919,2020-10-24,2025-09-13,0,0,0,1,0,0,CHURN_CONTRADICTOIRE,audit,events
ENT-08838,Juntomarretail,juntomarretail,ACC-010007,2,ACC-028861|ACC-010007,juntomarretail.co,juntomarretail,BE,Real Estate,51-200,lead,0,0,,,,,,c.rinaldi,ACC-010007,2019-06-20,,0,0,1,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-08839,JuntomarSoft SAS,juntomarsoft,ACC-018013,1,ACC-018013,juntomarsoft.com,juntomarsoft,DE,Retail,51-200,prospect,0,0,,,,,,t.becker,ACC-018013,2018-01-10,2026-02-02,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08840,JuntomarSolutions,juntomarsolutions,ACC-017740,2,ACC-017740|ACC-006374,juntomarsolutions.com,juntomarsolutions,CH,Energy,11-50,prospect,0,0,,,,,,p.lindqvist,ACC-017740,2019-06-10,2025-06-22,1,0,1,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-08841,JuntomarTech,juntomartech,ACC-000986,2,ACC-009859|ACC-000986,juntomartech.fr,juntomartech,FR,Agriculture,11-50,churned,1,0,3000,,3000,,ACC-000986,m.delacroix,ACC-000986,2020-03-01,2025-12-08,0,0,1,1,0,0,EX_CLIENT_REACTIF,win_back,events
ENT-08842,Juntomarworks France,juntomarworks,ACC-004827,2,ACC-000661|ACC-004827,juntomarworks.fr,juntomarworks,DE,Healthcare,51-200,customer,1,0,5000,5000,,2027-04-05,ACC-004827,m.delacroix,ACC-004827,2022-02-07,2026-07-13,1,0,1,1,0,0,CLIENT_ACTIF,retention,events
ENT-08843,Juntomedia SA,juntomedia,ACC-013654,2,ACC-013654|ACC-001886,juntomedia.com,juntomedia,FR,Software,501-1000,prospect,0,0,,,,,,l.moreau,ACC-013654,2025-04-15,2026-05-10,0,0,1,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-08844,JuntoMobility,juntomobility,ACC-013899,2,ACC-011881|ACC-013899,juntomobility.com,juntomobility,FR,Healthcare,501-1000,prospect,0,0,,,,,,m.delacroix,ACC-013899,2021-05-15,2025-05-04,0,0,1,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-08845,JuntonexConseil Group,juntonexconseil,ACC-023618,1,ACC-023618,juntonexconseil.fr,juntonexconseil,BE,Hospitality,11-50,lead,0,0,,,,,,j.vandenberg,ACC-023618,2023-09-15,2025-05-14,0,0,0,0,0,0,MORT,aucun,events
ENT-08846,JuntonexDigital & Co,juntonexdigital,ACC-011492,2,ACC-009679|ACC-011492,juntonexdigital.com,juntonexdigital,FR,Software,1001-5000,lead,0,0,,,,,,c.rinaldi,ACC-011492,2020-09-30,2025-10-21,0,0,1,0,0,0,DORMANT,aucun,declared_field
ENT-08847,Juntonexdynamics SAS,juntonexdynamics,ACC-005620,1,ACC-005620,juntonexdynamics.fr,juntonexdynamics,FR,Education,11-50,prospect,0,0,,,,,,a.morel,ACC-005620,2023-08-29,2024-02-17,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-08848,Juntonexfinance,juntonexfinance,ACC-026765,1,ACC-026765,juntonexfinance.fr,juntonexfinance,FR,Telecom,51-200,lost,0,0,,,,,,t.becker,ACC-026765,2026-02-04,2026-02-12,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-08849,Juntonexflow SA,juntonexflow,ACC-020478,2,ACC-018957|ACC-020478,juntonexflow.co,juntonexflow,FR,Education,51-200,customer,1,0,25000,25000,,2026-09-22,ACC-020478,a.morel,ACC-020478,2022-02-01,2025-09-30,1,0,1,1,0,0,CLIENT_ACTIF,retention,events
ENT-08850,Juntonexfood,juntonexfood,ACC-008655,1,ACC-008655,juntonexfood.io,juntonexfood,BE,Manufacturing,201-500,lost,0,0,,,,,,a.morel,ACC-008655,2025-10-27,2025-12-25,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-08851,Juntonexforge Group,juntonexforge,ACC-021792,1,ACC-021792,juntonexforge.com,juntonexforge,CH,Energy,501-1000,lead,0,0,,,,,,p.lindqvist,ACC-021792,2019-08-25,2022-11-06,0,0,0,0,0,0,MORT,aucun,events
ENT-08852,Juntonexgroup,juntonexgroup,ACC-029155,2,ACC-029155|ACC-014641,juntonexgroup.fr,juntonexgroup,FR,Automotive,,prospect,0,0,,,,,,t.becker,ACC-014641,2023-06-02,2026-01-29,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08853,JuntonexHub,juntonexhub,ACC-026596,1,ACC-026596,,juntonexhub,FR,Automotive,,customer,1,0,5000,5000,,2026-09-18,ACC-026596,j.vandenberg,ACC-026596,2020-03-03,2023-01-09,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
ENT-08854,JuntonexImmo,juntoneximmo,ACC-012573,1,ACC-012573,juntoneximmo.fr,juntoneximmo,BE,,51-200,churned,1,0,3000,,3000,,ACC-012573,j.vandenberg,ACC-012573,2018-06-08,2023-04-11,0,0,0,0,0,0,EX_CLIENT,win_back_froid,events
ENT-08855,Juntonexindustries SAS,juntonexindustries,ACC-022526,1,ACC-022526,juntonexindustries.com,juntonexindustries,FR,Healthcare,11-50,lead,0,0,,,,,,p.lindqvist,ACC-022526,2020-10-28,,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-08856,Juntonexlab,juntonexlab,ACC-024879,1,ACC-024879,juntonexlab.eu,juntonexlab,BE,,51-200,lost,0,0,,,,,,,,2025-12-06,2026-04-07,0,0,0,0,0,1,LOST_REACTIF,reactivation,events
ENT-08857,JuntonexLabs,juntonexlabs,ACC-007946,1,ACC-007946,,juntonexlabs,CH,Software,51-200,customer,1,0,18000,18000,,2026-10-22,ACC-007946,s.okafor,ACC-007946,2026-02-17,2026-04-01,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
ENT-08858,JuntonexLogic France,juntonexlogic,ACC-023183,1,ACC-023183,juntonexlogic.eu,juntonexlogic,FR,Financial Services,51-200,lead,0,0,,,,,,a.morel,ACC-023183,2025-04-09,2025-10-30,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-08859,JuntonexLogistics Group,juntonexlogistics,ACC-025039,1,ACC-025039,juntonexlogistics.eu,juntonexlogistics,ES,Media,,lead,0,0,,,,,,a.morel,ACC-025039,2023-05-05,2025-07-25,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-08860,Juntonexmedia & Co,juntonexmedia,ACC-011050,1,ACC-011050,juntonexmedia.com,juntonexmedia,FR,Education,5000+,churned,1,0,8000,,8000,,ACC-011050,s.okafor,ACC-011050,2026-01-22,2026-01-24,0,0,0,0,0,0,EX_CLIENT_REACTIF,win_back,events
ENT-08861,JuntonexMobility SA,juntonexmobility,ACC-025051,2,ACC-003506|ACC-025051,juntonexmobility.eu,juntonexmobility,FR,Automotive,201-500,prospect,0,0,,,,,,t.becker,ACC-025051,2018-02-26,2025-03-30,0,0,0,1,0,0,MORT,aucun,events
ENT-08862,Juntonexpharma SA,juntonexpharma,ACC-004277,2,ACC-004277|ACC-010805,juntonexpharma.com,juntonexpharma,GB,Healthcare,1001-5000,opportunity,0,1,,,,,,a.morel,ACC-004277,2018-06-24,2025-11-05,1,0,0,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08863,Juntonexretail,juntonexretail,ACC-017524,1,ACC-017524,juntonexretail.com,juntonexretail,BE,Retail,201-500,prospect,0,0,,,,,,s.okafor,ACC-017524,2020-04-10,2024-06-26,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08864,JuntonexServices SARL,juntonexservices,ACC-012820,1,ACC-012820,,juntonexservices,FR,Agriculture,1-10,lost,0,0,,,,,,,,2020-05-19,2020-11-23,0,0,0,0,0,1,MORT,aucun,events
ENT-08865,JuntonexSolutions SA,juntonexsolutions,ACC-009880,1,ACC-009880,juntonexsolutions.com,juntonexsolutions,BE,Media,11-50,lead,0,0,,,,,,l.moreau,ACC-009880,2025-05-09,2025-05-11,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-08866,Juntonexsystems,juntonexsystems,ACC-010559,1,ACC-010559,juntonexsystems.io,juntonexsystems,GB,Media,1001-5000,lost,0,0,,,,,,l.moreau,ACC-010559,2022-04-07,2022-05-06,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08867,JuntonexTech,juntonextech,ACC-021080,1,ACC-021080,juntonextech.io,juntonextech,IT,Agriculture,1-10,lead,0,0,,,,,,t.becker,ACC-021080,2021-03-26,2021-10-24,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08868,Juntonexworks,juntonexworks,ACC-013866,2,ACC-013866|ACC-018555,juntonexworks.fr,juntonexworks,DE,Media,201-500,lead,0,0,,,,,,p.lindqvist,ACC-013866,2018-05-20,2025-03-17,1,0,1,1,0,0,PROSPECT_CHAUD,new_business,events
ENT-08869,JuntoPartners SAS,juntopartners,ACC-001069,2,ACC-026052|ACC-001069,juntopartners.fr,juntopartners,FR,Healthcare,5000+,churned,1,0,3000,,3000,2027-04-16,ACC-001069,c.rinaldi,ACC-001069,2025-02-06,2026-03-28,0,0,1,1,0,0,CHURN_CONTRADICTOIRE,audit,events
ENT-08870,JuntoPharma & Co,juntopharma,ACC-006688,2,ACC-003560|ACC-006688,juntopharma.fr,juntopharma,NL,Retail,201-500,customer,1,0,3000,3000,,2027-07-11,ACC-006688,m.delacroix,ACC-006688,2018-11-12,2026-05-08,1,0,1,1,0,0,CLIENT_ACTIF,retention,events
ENT-08871,JuntopraConsulting,juntopraconsulting,ACC-004071,1,ACC-004071,,juntopraconsulting,ES,Software,201-500,lost,0,0,,,,,,,,2022-06-13,,0,0,0,0,0,1,MORT,aucun,events
ENT-08872,JuntopraData,juntopradata,ACC-021693,1,ACC-021693,juntopradata.fr,juntopradata,CH,Energy,5000+,customer,1,0,8000,8000,,2026-07-09,ACC-021693,l.moreau,ACC-021693,2025-08-05,2026-07-06,0,0,0,0,0,0,CLIENT_RENEWAL_ECHUE,risque,events
ENT-08873,Juntopradigital SA,juntopradigital,ACC-027172,1,ACC-027172,juntopradigital.eu,juntopradigital,NL,Consulting,51-200,customer,1,0,12000,12000,,2026-09-03,ACC-027172,m.delacroix,ACC-027172,2023-03-02,2024-04-20,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
ENT-08874,JuntopraDynamics,juntopradynamics,ACC-000812,1,ACC-000812,juntopradynamics.com,juntopradynamics,DE,Education,51-200,customer,1,0,5000,5000,,2027-05-09,ACC-000812,m.delacroix,ACC-000812,2021-01-18,2024-05-02,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
ENT-08875,JuntopraEnergie SA,juntopraenergie,ACC-016084,2,ACC-013510|ACC-016084,juntopraenergie.fr,juntopraenergie,FR,Agriculture,201-500,prospect,0,0,,,,,,t.becker,ACC-016084,2023-09-19,2024-10-21,1,0,0,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-08876,JuntopraFinance,juntoprafinance,ACC-000779,1,ACC-000779,juntoprafinance.com,juntoprafinance,CH,Telecom,11-50,lost,0,0,,,,,,s.okafor,ACC-000779,2019-11-01,2020-04-02,0,0,0,0,0,0,LOST_REACTIF,reactivation,events
ENT-08877,Juntopraflow SAS,juntopraflow,ACC-013257,1,ACC-013257,juntopraflow.io,juntopraflow,FR,Healthcare,501-1000,opportunity,0,1,,,,,,t.becker,ACC-013257,2024-11-01,2025-04-16,0,0,0,0,0,0,MORT,aucun,events
ENT-08878,JuntopraForge France,juntopraforge,ACC-028424,3,ACC-029309|ACC-021161|ACC-028424,juntopraforge.com,juntopraforge,FR,Consulting,1001-5000,opportunity,0,1,,,,,,m.delacroix,ACC-028424,2018-08-25,2025-10-06,0,0,1,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-08879,JuntopraGroup SAS,juntopragroup,ACC-022909,2,ACC-022909|ACC-020493,juntopragroup.eu,juntopragroup,FR,Automotive,51-200,prospect,0,0,,,,,,t.becker,ACC-022909,2022-08-09,2026-05-18,1,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-08880,JuntopraImmo,juntopraimmo,ACC-003061,1,ACC-003061,juntopraimmo.io,juntopraimmo,DE,Retail,51-200,prospect,0,0,,,,,,,,2018-02-28,2021-01-24,0,0,0,0,0,1,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08881,JuntopraIndustries SA,juntopraindustries,ACC-005939,1,ACC-005939,,juntopraindustries,FR,Software,51-200,churned,1,0,3000,,3000,,ACC-005939,j.vandenberg,ACC-005939,2025-12-12,2026-03-08,0,0,0,0,0,0,EX_CLIENT,win_back_froid,events
ENT-08882,JuntopraLabs SARL,juntopralabs,ACC-011680,1,ACC-011680,,juntopralabs,IT,Education,1001-5000,prospect,0,0,,,,,,c.rinaldi,ACC-011680,2025-04-21,2026-04-24,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-08883,Juntopralogistics SA,juntopralogistics,ACC-022679,1,ACC-022679,juntopralogistics.co,juntopralogistics,DE,Manufacturing,201-500,churned,1,0,5000,,5000,,ACC-022679,,,2018-09-03,2022-02-06,0,0,0,0,0,1,EX_CLIENT,win_back_froid,events
ENT-08884,Juntopramedia SAS,juntopramedia,ACC-019473,2,ACC-017759|ACC-019473,juntopramedia.co,juntopramedia,IT,Financial Services,11-50,lead,0,0,,,,,,t.becker,ACC-019473,2020-12-18,2026-07-05,1,0,1,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-08885,Juntopramobility & Co,juntopramobility,ACC-024238,1,ACC-024238,juntopramobility.fr,juntopramobility,BE,Consulting,,customer,1,0,40000,40000,,2027-01-25,ACC-024238,p.lindqvist,ACC-024238,2022-05-30,,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
ENT-08886,Juntoprapartners,juntoprapartners,ACC-004408,1,ACC-004408,juntoprapartners.com,juntoprapartners,ES,Real Estate,201-500,prospect,0,0,,,,,,,,2018-12-03,2021-11-28,0,0,0,0,0,1,MORT,aucun,events
ENT-08887,JuntopraPharma Group,juntoprapharma,ACC-008943,2,ACC-008943|ACC-017530,juntoprapharma.eu,juntoprapharma,FR,Real Estate,51-200,customer,1,1,18000,18000,,2026-08-09,ACC-008943,j.vandenberg,ACC-008943,2019-12-06,2026-06-22,0,0,1,1,0,0,CLIENT_ACTIF,retention,events
ENT-08888,JuntopraRetail,juntopraretail,ACC-005239,1,ACC-005239,juntopraretail.com,juntopraretail,FR,Agriculture,51-200,lead,0,0,,,,,,s.okafor,ACC-005239,2023-02-27,2024-03-02,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08889,Juntopraservices Group,juntopraservices,ACC-023405,1,ACC-023405,juntopraservices.eu,juntopraservices,GB,Financial Services,51-200,customer,1,0,12000,12000,,2026-12-11,ACC-023405,t.becker,ACC-023405,2019-07-14,2024-12-09,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
ENT-08890,Juntoprasoft SAS,juntoprasoft,ACC-025809,1,ACC-025809,juntoprasoft.io,juntoprasoft,FR,Manufacturing,11-50,lead,0,0,,,,,,m.delacroix,ACC-025809,2026-02-13,,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-08891,JuntopraSolutions,juntoprasolutions,ACC-019225,1,ACC-019225,juntoprasolutions.fr,juntoprasolutions,DE,Logistics,11-50,customer,1,0,40000,40000,,2026-08-19,ACC-019225,j.vandenberg,ACC-019225,2025-10-22,2026-07-09,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
ENT-08892,Juntoprasystems France,juntoprasystems,ACC-004263,1,ACC-004263,juntoprasystems.com,juntoprasystems,DE,Software,1-10,lost,0,0,,,,,,p.lindqvist,ACC-004263,2025-10-22,,0,0,0,0,0,0,MORT,aucun,events
ENT-08893,JUNTOPRATECH,juntopratech,ACC-029299,2,ACC-029299|ACC-020948,juntopratech.co,juntopratech,FR,Energy,201-500,prospect,0,0,,,,,,a.morel,ACC-029299,2019-05-15,2022-08-16,0,0,1,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08894,JuntopraWorks,juntopraworks,ACC-002503,1,ACC-002503,,juntopraworks,FR,Automotive,11-50,lead,0,0,,,,,,t.becker,ACC-002503,2025-10-21,2025-11-01,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-08895,JuntoquiConseil,juntoquiconseil,ACC-009624,1,ACC-009624,juntoquiconseil.com,juntoquiconseil,DE,Education,51-200,lead,0,0,,,,,,t.becker,ACC-009624,2023-12-11,2026-06-15,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-08896,Juntoquiconsulting,juntoquiconsulting,ACC-013514,3,ACC-004783|ACC-029223|ACC-013514,,juntoquiconsulting,ES,Financial Services,51-200,lead,0,0,,,,,,j.vandenberg,ACC-013514,2019-01-27,2025-04-08,1,0,1,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08897,Juntoquidata,juntoquidata,ACC-015755,2,ACC-001998|ACC-015755,juntoquidata.co,juntoquidata,FR,Telecom,201-500,prospect,0,0,,,,,,m.delacroix,ACC-001998,2021-02-01,2024-11-27,1,0,0,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08898,Juntoquiflow & Co,juntoquiflow,ACC-002855,1,ACC-002855,juntoquiflow.co,juntoquiflow,DE,Agriculture,11-50,lost,0,0,,,,,,,,2025-07-23,2025-08-05,0,0,0,0,0,1,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08899,Juntoquifood,juntoquifood,ACC-019853,1,ACC-019853,juntoquifood.eu,juntoquifood,FR,Media,11-50,lead,0,0,,,,,,,,2023-04-03,2024-06-24,0,0,0,0,0,1,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08900,JuntoquiForge,juntoquiforge,ACC-010680,2,ACC-010680|ACC-003804,juntoquiforge.eu,juntoquiforge,NL,Logistics,51-200,opportunity,0,1,,,,,,s.okafor,ACC-010680,2018-02-06,2023-08-05,1,0,1,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08901,Juntoquihub,juntoquihub,ACC-022767,3,ACC-022767|ACC-029045|ACC-014257,juntoquihub.fr,juntoquihub,DE,Energy,1-10,customer,1,0,40000,40000,,2027-04-24,ACC-022767,c.rinaldi,ACC-022767,2023-02-11,2026-05-05,0,0,1,1,0,0,CLIENT_ACTIF,retention,events
ENT-08902,JuntoquiImmo SARL,juntoquiimmo,ACC-024035,2,ACC-006474|ACC-024035,juntoquiimmo.io,juntoquiimmo,NL,Manufacturing,51-200,lead,0,0,,,,,,t.becker,ACC-024035,2018-02-09,2024-01-02,1,0,0,0,0,0,MORT,aucun,events
ENT-08903,JuntoquiLab SARL,juntoquilab,ACC-027855,1,ACC-027855,juntoquilab.com,juntoquilab,FR,Energy,51-200,churned,1,0,8000,,8000,,ACC-027855,p.lindqvist,ACC-027855,2026-05-02,2026-06-25,0,0,0,0,0,0,EX_CLIENT,win_back_froid,events
ENT-08904,JuntoquiLogic France,juntoquilogic,ACC-026948,1,ACC-026948,juntoquilogic.fr,juntoquilogic,DE,Real Estate,11-50,prospect,0,0,,,,,,,,2021-07-26,2021-09-16,0,0,0,0,0,1,PROSPECT_TIEDE,new_business,events
ENT-08905,Juntoquimedia SAS,juntoquimedia,ACC-023533,2,ACC-023533|ACC-029200,juntoquimedia.co,juntoquimedia,GB,Energy,201-500,churned,1,0,5000,,5000,,ACC-023533,a.morel,ACC-023533,2024-10-16,2024-11-02,0,0,1,1,0,0,EX_CLIENT_REACTIF,win_back,events
ENT-08906,Juntoquimobility,juntoquimobility,ACC-015854,2,ACC-011670|ACC-015854,juntoquimobility.fr,juntoquimobility,IT,Software,51-200,customer,1,0,25000,25000,,2027-01-17,ACC-015854,j.vandenberg,ACC-015854,2023-09-15,2026-05-02,1,0,1,1,0,0,CLIENT_ACTIF,retention,events
ENT-08907,JuntoquiPharma,juntoquipharma,ACC-021664,2,ACC-021664|ACC-008895,juntoquipharma.com,juntoquipharma,NL,Software,1001-5000,prospect,0,0,,,,,,j.vandenberg,ACC-021664,2022-12-24,2026-06-01,1,0,1,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-08908,JuntoquiRetail Group,juntoquiretail,ACC-014244,2,ACC-029341|ACC-014244,juntoquiretail.fr,juntoquiretail,FR,Telecom,11-50,lead,0,0,,,,,,l.moreau,ACC-014244,2021-11-05,2023-01-30,0,0,1,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08909,Juntoquisoft SAS,juntoquisoft,ACC-017652,1,ACC-017652,juntoquisoft.com,juntoquisoft,ES,Retail,201-500,prospect,0,0,,,,,,,,2022-06-11,2022-12-10,0,0,0,0,0,1,MORT,aucun,events
ENT-08910,Juntoquiworks SAS,juntoquiworks,ACC-017258,1,ACC-017258,juntoquiworks.fr,juntoquiworks,IT,Logistics,11-50,lost,0,0,,,,,,j.vandenberg,ACC-017258,2025-07-08,2026-01-26,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-08911,JuntoRetail SAS,juntoretail,ACC-008827,2,ACC-010384|ACC-008827,juntoretail.fr,juntoretail,DE,Manufacturing,1-10,churned,1,0,12000,,12000,,ACC-008827,,,2023-09-08,2026-05-04,1,0,0,1,0,1,EX_CLIENT_REACTIF,win_back,events
ENT-08912,JuntorinConseil France,juntorinconseil,ACC-027832,1,ACC-027832,juntorinconseil.fr,juntorinconseil,NL,Automotive,51-200,lead,0,0,,,,,,j.vandenberg,ACC-027832,2023-11-09,2024-03-17,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08913,JuntorinData,juntorindata,ACC-002865,1,ACC-002865,juntorindata.co,juntorindata,IT,Media,1-10,prospect,0,0,,,,,,m.delacroix,ACC-002865,2018-11-04,2023-06-30,0,0,0,0,0,0,MORT,aucun,events
ENT-08914,JuntorinDigital,juntorindigital,ACC-025289,1,ACC-025289,juntorindigital.eu,juntorindigital,FR,Telecom,51-200,opportunity,0,1,,,,,,c.rinaldi,ACC-025289,2020-11-25,,0,0,0,0,0,0,MORT,aucun,events
ENT-08915,Juntorindynamics,juntorindynamics,ACC-025166,1,ACC-025166,juntorindynamics.com,juntorindynamics,DE,Software,11-50,lead,0,0,,,,,,l.moreau,ACC-025166,2021-10-26,2023-06-13,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08916,JuntorinEnergie SA,juntorinenergie,ACC-015525,2,ACC-015525|ACC-007270,juntorinenergie.eu,juntorinenergie,ES,Manufacturing,11-50,churned,1,1,3000,,3000,,ACC-015525,c.rinaldi,ACC-015525,2021-05-18,2026-03-30,1,0,1,1,1,0,EX_CLIENT,win_back_froid,events
ENT-08917,JuntorinFinance,juntorinfinance,ACC-012923,2,ACC-012923|ACC-029433,juntorinfinance.com,juntorinfinance,NL,Financial Services,501-1000,opportunity,0,1,,,,,,c.rinaldi,ACC-012923,2022-08-27,2024-10-07,0,0,0,1,0,0,MORT,aucun,events
ENT-08918,Juntorinflow,juntorinflow,ACC-027747,1,ACC-027747,juntorinflow.com,juntorinflow,DE,Financial Services,11-50,lost,0,0,,,,,,p.lindqvist,ACC-027747,2026-04-14,2026-05-05,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-08919,Juntorinfood,juntorinfood,ACC-016760,2,ACC-020343|ACC-016760,juntorinfood.eu,juntorinfood,DE,Agriculture,1-10,prospect,0,0,,,,,,p.lindqvist,ACC-016760,2023-03-26,2025-09-24,1,0,0,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08920,JuntorinForge Group,juntorinforge,ACC-027853,1,ACC-027853,juntorinforge.com,juntorinforge,BE,Hospitality,11-50,prospect,0,0,,,,,,l.moreau,ACC-027853,2022-08-08,2023-04-11,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08921,JuntorinGroup SAS,juntoringroup,ACC-015579,1,ACC-015579,juntoringroup.co,juntoringroup,FR,Real Estate,51-200,prospect,0,0,,,,,,j.vandenberg,ACC-015579,2019-01-08,2020-02-15,0,0,0,0,0,0,MORT,aucun,events
ENT-08922,JuntorinHub & Co,juntorinhub,ACC-012173,2,ACC-011062|ACC-012173,juntorinhub.com,juntorinhub,BE,Hospitality,51-200,prospect,0,0,,,,,,j.vandenberg,ACC-012173,2018-04-18,2025-08-16,1,0,0,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-08923,JuntorinImmo SA,juntorinimmo,ACC-024987,1,ACC-024987,juntorinimmo.co,juntorinimmo,BE,Consulting,11-50,customer,1,0,25000,25000,,2026-10-15,ACC-024987,t.becker,ACC-024987,2023-05-19,2025-11-09,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
