contact_id,entity_id,entreprise,job_title,persona_tier,raison,adresse_a_existe,linkedin_vu,nb_events_net
CON-068083,ENT-19543,WalliquiHub,HR Officer,utilisateur,adresse_perso,0,0,0
CON-060954,ENT-02117,CauricalLogistics & Co,Head of Talent Acquisition,buyer,sans_adresse,0,0,0
CON-000561,ENT-01635,BelfovenServices France,Head of People,buyer,sans_adresse,0,0,0
CON-009597,ENT-12165,Novapraworks,Responsable Recrutement,champion,adresse_perso,0,0,0
CON-060899,ENT-01005,AxiolexLogistics SAS,HR Officer,utilisateur,sans_adresse,0,0,0
CON-008598,ENT-09180,KelvilexEnergie,Talent Acquisition Manager,champion,adresse_perso,0,0,0
CON-015621,ENT-10913,Merinexsolutions SAS,COO,buyer,sans_adresse,0,0,0
CON-051458,ENT-12095,NovamarConsulting,HR Assistant,utilisateur,adresse_perso,0,0,0
CON-068310,ENT-07782,HelioviaConseil,Head of Talent Acquisition,buyer,sans_adresse,0,0,0
CON-059637,ENT-15877,SolirinTech SARL,Talent Acquisition Specialist,utilisateur,sans_adresse,0,0,0
CON-017809,ENT-13455,Perrisolhub France,Executive Assistant,bruit,sans_adresse,1,0,3
CON-023520,ENT-01491,Belfonexsolutions & Co,Chargee de recrutement,utilisateur,sans_adresse,0,0,0
CON-050413,ENT-18359,Vectoservices SA,People Ops Coordinator,utilisateur,sans_adresse,0,0,0
CON-069046,ENT-12555,Optipraconsulting,Talent Acquisition Manager,champion,sans_adresse,0,0,0
CON-041626,ENT-09300,Kelviquiindustries & Co,Talent Acquisition Manager,champion,adresse_perso,1,0,4
CON-029552,ENT-13585,PrimocalWorks,CEO,buyer,sans_adresse,0,0,0
CON-016884,ENT-14538,Rapilummedia SARL,Head of Talent Acquisition,buyer,sans_adresse,0,0,0
CON-031304,ENT-00158,Altaimmo,Talent Acquisition Specialist,utilisateur,adresse_perso,1,0,7
CON-034866,ENT-02614,Cendragorlabs SAS,Executive Assistant,bruit,adresse_perso,0,0,0
CON-004131,ENT-03585,DelfiquiForge,People Ops Manager,champion,sans_adresse,0,0,0
CON-043406,ENT-03848,Doriogorsolutions,Talent Acquisition Manager,champion,sans_adresse,0,0,0
CON-034545,ENT-07599,Heliolumtech SARL,Head of HR Operations,buyer,sans_adresse,0,0,0
CON-034048,ENT-17825,UlmimarData Group,Executive Assistant,bruit,adresse_perso,0,0,0
CON-056505,ENT-13027,OvalirinGroup & Co,Talent Acquisition Specialist,utilisateur,sans_adresse,0,0,0
CON-059464,ENT-15058,RoccarinFlow,Charge de recrutement,utilisateur,adresse_perso,0,0,0
CON-052809,ENT-06224,GallidorConsulting France,Office Manager,bruit,sans_adresse,0,0,0
CON-071186,ENT-05163,FabrimarEnergie Group,HR Intern,bruit,adresse_perso,0,0,0
CON-034791,ENT-01897,Briomartech SARL,Head of Talent Acquisition,buyer,adresse_perso,1,0,4
CON-048166,ENT-07973,Iberilexfinance,HR Assistant,utilisateur,adresse_perso,1,0,4
CON-060063,ENT-09781,Lorritasconsulting,Executive Assistant,bruit,sans_adresse,0,0,0
CON-065749,ENT-15921,Solitaspartners France,Chief People Officer,buyer,sans_adresse,0,0,0
CON-055983,ENT-05759,Fernovensolutions SAS,Chargee de recrutement,utilisateur,sans_adresse,0,0,0
CON-075365,ENT-14363,Rapibelhub,HR Assistant,utilisateur,sans_adresse,0,0,0
CON-014129,ENT-14515,RapilexServices & Co,COO,buyer,adresse_perso,1,1,2
CON-016353,ENT-18128,VectofinGroup & Co,Recruiter,utilisateur,adresse_perso,0,0,0
CON-011305,ENT-17939,Ulmirintech SAS,Executive Assistant,bruit,adresse_perso,0,0,0
CON-036212,ENT-17405,TerralumSoft Group,Recruiter,utilisateur,sans_adresse,0,0,0
CON-074279,ENT-03405,Delfifinworks & Co,People Ops Manager,champion,sans_adresse,0,0,0
CON-040458,ENT-04529,EderivenMobility,Talent Acquisition Specialist,utilisateur,sans_adresse,1,0,2
CON-010663,ENT-15318,SerenihalTech,Directeur RH,buyer,adresse_perso,0,0,0
CON-009188,ENT-09461,Lorricalgroup SA,Recruiter,utilisateur,adresse_perso,0,0,0
CON-057631,ENT-09504,Lorridortech,HR Assistant,utilisateur,adresse_perso,1,0,2
CON-032999,ENT-09025,JuntoviaMedia & Co,HR Manager,champion,sans_adresse,0,0,0
CON-067902,ENT-05358,Fabriviadata & Co,Recruiter,utilisateur,sans_adresse,0,0,0
CON-074812,ENT-06500,Gallisolgroup,Compensation & Benefits Manager,champion,sans_adresse,1,0,7
CON-074613,ENT-08196,Iberivenservices & Co,Office Manager,bruit,sans_adresse,1,0,1
CON-003077,ENT-13619,Primofindigital SA,Responsable Recrutement,champion,adresse_perso,0,0,0
CON-068646,ENT-09186,Kelvilexindustries Group,HR Intern,bruit,sans_adresse,1,0,3
CON-049637,ENT-01028,AxiolumMedia SAS,Chargee de recrutement,utilisateur,adresse_perso,0,0,0
CON-034425,ENT-17904,UlmiquiGroup,People Ops Coordinator,utilisateur,sans_adresse,0,0,0
CON-046879,ENT-10681,MeribelForge Group,HR Assistant,utilisateur,sans_adresse,1,0,3
CON-045308,ENT-06527,Gallitaslogic SAS,Charge de recrutement,utilisateur,adresse_perso,0,0,0
CON-042098,ENT-06233,Gallidorhub,Talent Acquisition Manager,champion,sans_adresse,0,0,0
CON-051770,ENT-01593,Belfosolsystems SARL,Responsable Recrutement,champion,adresse_perso,0,0,0
CON-055713,ENT-11902,Novabelfinance & Co,Chargee de recrutement,utilisateur,sans_adresse,1,0,3
CON-072297,ENT-08392,IvorolexServices Group,People Ops Manager,champion,sans_adresse,0,0,0
CON-047255,ENT-08868,Juntonexworks,Executive Assistant,bruit,adresse_perso,1,0,1
CON-022270,ENT-15932,SolivenEnergie,Office Manager,bruit,adresse_perso,0,0,0
CON-004782,ENT-06477,GallirinLab,Head of People,buyer,sans_adresse,0,0,0
CON-001149,ENT-02292,CaurimarLabs,Responsable Recrutement,champion,sans_adresse,1,0,6
CON-060298,ENT-17183,TalovenSoft SAS,People Ops Coordinator,utilisateur,adresse_perso,0,0,0
CON-025131,ENT-12171,NovaquiFinance SAS,Directrice RH,buyer,adresse_perso,1,0,6
CON-013177,ENT-12874,Ovaliimmo Group,,sans_titre,sans_adresse,0,0,0
CON-046593,ENT-08453,Ivoronexlabs SARL,Compensation & Benefits Manager,champion,adresse_perso,1,0,2
CON-069835,ENT-10275,Mavibelsoft,,sans_titre,sans_adresse,0,0,0
CON-052872,ENT-18282,VectonexLab,Charge de recrutement,utilisateur,sans_adresse,0,0,0
CON-030673,ENT-07158,HaldelexSoft,CHRO,buyer,adresse_perso,0,0,0
CON-000326,ENT-13430,PerririnHub,Head of Talent Acquisition,buyer,sans_adresse,0,0,0
CON-002660,ENT-09566,LorrihalImmo SARL,Executive Assistant,bruit,sans_adresse,1,0,4
CON-006494,ENT-17885,Ulmipraindustries Group,Compensation & Benefits Manager,champion,sans_adresse,0,0,0
CON-054261,ENT-07639,HelionexLogistics SAS,Responsable Recrutement,champion,sans_adresse,0,0,0
CON-006844,ENT-03805,Doriofindigital SARL,HR Assistant,utilisateur,adresse_perso,0,0,0
CON-052929,ENT-02989,Cortifinance & Co,Charge de recrutement,utilisateur,sans_adresse,0,0,0
CON-076163,ENT-00711,ArdenquiMedia,People Ops Coordinator,utilisateur,adresse_perso,0,0,0
CON-040666,ENT-16103,StellagorTech & Co,Talent Acquisition Manager,champion,adresse_perso,1,0,5
CON-001145,ENT-09002,Juntovenpartners SARL,Recruiter,utilisateur,sans_adresse,0,0,0
CON-033179,ENT-03130,Cortimarretail SAS,Chief People Officer,buyer,sans_adresse,1,0,2
CON-064652,ENT-05414,FernocalMedia,Compensation & Benefits Manager,champion,adresse_perso,0,0,0
CON-044565,ENT-03037,CortihalConseil,People Ops Manager,champion,adresse_perso,0,0,0
CON-045974,ENT-08959,Juntosolsoft,Head of Talent Acquisition,buyer,adresse_perso,0,0,0
CON-046366,ENT-16068,StellafinMobility,Talent Acquisition Specialist,utilisateur,adresse_perso,1,1,7
CON-007402,ENT-05150,Fabrilumlogistics France,Office Manager,bruit,sans_adresse,1,0,2
CON-076061,ENT-13237,PerrigorFlow,Talent Acquisition Specialist,utilisateur,adresse_perso,0,0,0
CON-074089,ENT-03583,DelfiquiFinance,People Ops Manager,champion,sans_adresse,0,0,0
CON-073478,ENT-05459,Fernofinhub,Charge de recrutement,utilisateur,adresse_perso,0,0,0
CON-056300,ENT-06035,FlexipraTech France,Talent Acquisition Manager,champion,sans_adresse,1,0,2
CON-020943,ENT-15473,Serenirinflow SARL,Responsable Recrutement,champion,sans_adresse,0,0,0
CON-015044,ENT-12893,OvalilexPharma SARL,HRBP,champion,sans_adresse,0,0,0
CON-000271,ENT-18205,VectolexHub SARL,Recruiter,utilisateur,adresse_perso,0,0,0
CON-022740,ENT-15535,Serenitasretail,Talent Acquisition Specialist,utilisateur,adresse_perso,1,0,6
CON-031218,ENT-05374,FabriviaSolutions,People Ops Coordinator,utilisateur,adresse_perso,0,0,0
CON-065212,ENT-01961,BrioquiLab France,Responsable Recrutement,champion,sans_adresse,0,0,0
CON-035665,ENT-02300,Caurimedia Group,Chargee de recrutement,utilisateur,sans_adresse,1,0,2
CON-063894,ENT-03569,DelfipraLogistics,People Ops Coordinator,utilisateur,sans_adresse,0,0,0
CON-042294,ENT-00450,Ardenbelpartners,HR Officer,utilisateur,adresse_perso,0,0,0
CON-058605,ENT-13185,PerridorFinance SAS,Responsable Recrutement,champion,adresse_perso,0,0,0
CON-060909,ENT-18810,VertitasFood SA,Charge de recrutement,utilisateur,adresse_perso,0,0,0
CON-062583,ENT-00767,ArdensolRetail SARL,Talent Acquisition Manager,champion,adresse_perso,0,0,0
CON-016437,ENT-03771,Doriodata Group,,sans_titre,adresse_perso,0,0,0
CON-066864,ENT-00217,Altamarimmo SAS,Head of HR Operations,buyer,sans_adresse,0,0,0
CON-055143,ENT-02545,Cendracalsystems,Charge de recrutement,utilisateur,adresse_perso,1,0,10
CON-019146,ENT-10331,Mavidynamics SARL,HR Manager,champion,adresse_perso,1,0,3
CON-031009,ENT-10981,MeririnLabs SARL,HR Manager,champion,adresse_perso,0,0,0
CON-047603,ENT-12840,Ovaligorretail & Co,HR Business Partner,champion,adresse_perso,0,0,0
CON-073646,ENT-05822,Flexiconsulting SA,,sans_titre,sans_adresse,1,0,3
CON-041089,ENT-15445,Sereniquienergie SA,Office Manager,bruit,sans_adresse,1,0,11
CON-075549,ENT-07699,Heliorinindustries,Talent Acquisition Specialist,utilisateur,sans_adresse,1,0,7
CON-068204,ENT-00902,Axiodorforge Group,People Ops Coordinator,utilisateur,adresse_perso,1,0,11
CON-031543,ENT-16636,Sylvanexsystems SARL,Directeur RH,buyer,sans_adresse,0,0,0
CON-040817,ENT-06015,Flexipraconsulting SAS,Charge de recrutement,utilisateur,sans_adresse,0,0,0
CON-053463,ENT-18723,Vertiprapartners SARL,Head of HR Operations,buyer,adresse_perso,0,0,0
CON-028821,ENT-09789,LorritasGroup SAS,Chargee de recrutement,utilisateur,sans_adresse,0,0,0
CON-014533,ENT-18181,VectohalLogistics,HR Manager,champion,sans_adresse,1,0,4
CON-071849,ENT-17001,Talomarconsulting France,,sans_titre,adresse_perso,1,0,1
CON-067108,ENT-18718,VertipraIndustries SAS,HRBP,champion,adresse_perso,0,0,0
CON-024444,ENT-12226,Novasollab & Co,People Ops Coordinator,utilisateur,sans_adresse,0,0,0
CON-051576,ENT-01784,Briogormobility & Co,Executive Assistant,bruit,sans_adresse,0,0,0
CON-073212,ENT-06479,Gallirinlogic France,Head of Talent Acquisition,buyer,sans_adresse,0,0,0
CON-025489,ENT-07601,HeliomarConsulting,Responsable Recrutement,champion,sans_adresse,0,0,0
CON-048211,ENT-01358,BelfogorHub,HRBP,champion,sans_adresse,0,0,0
CON-046321,ENT-14663,Rapirintech SA,HR Assistant,utilisateur,sans_adresse,1,0,2
CON-007532,ENT-10953,Meriquiindustries,Chargee de recrutement,utilisateur,sans_adresse,0,0,0
CON-075154,ENT-14506,Rapileximmo SAS,Talent Acquisition Specialist,utilisateur,sans_adresse,0,0,0
CON-029999,ENT-17769,UlmiHub,HR Intern,bruit,adresse_perso,1,0,7
CON-015696,ENT-06851,Grimoprasystems,HR Assistant,utilisateur,adresse_perso,0,0,0
CON-008632,ENT-13764,Primonexhub SAS,HR Intern,bruit,adresse_perso,1,0,3
CON-012324,ENT-19556,WalliquiTech & Co,HR Manager,champion,sans_adresse,0,0,0
CON-012554,ENT-09342,KelvisolFinance SAS,People Ops Manager,champion,adresse_perso,0,0,0
CON-035557,ENT-03201,CortirinConsulting Group,Recruiter,utilisateur,adresse_perso,1,0,4
CON-000002,ENT-20349,ZephinexSolutions,Charge de recrutement,utilisateur,sans_adresse,1,0,5
CON-076093,ENT-10424,MavilexPharma,HR Officer,utilisateur,adresse_perso,1,0,3
CON-014661,ENT-13792,PrimopraLab Group,HR Manager,champion,sans_adresse,0,0,0
CON-038599,ENT-03581,DelfiquiDynamics,,sans_titre,adresse_perso,0,0,0
CON-002305,ENT-06119,Flexitaslabs SARL,Chargee de recrutement,utilisateur,sans_adresse,0,0,0
CON-000853,ENT-14602,Rapiprafood,VP People,buyer,sans_adresse,0,0,0
CON-040612,ENT-09212,Kelvilumindustries & Co,HR Assistant,utilisateur,adresse_perso,0,0,0
CON-050431,ENT-13080,Ovalitaslabs SARL,People Ops Coordinator,utilisateur,adresse_perso,1,0,3
CON-031836,ENT-16155,StellaLogic SA,Recruiter,utilisateur,adresse_perso,0,0,0
CON-004256,ENT-11900,Novabeldynamics SA,,sans_titre,sans_adresse,0,0,0
CON-062855,ENT-01125,AxioquiSolutions SARL,People Ops Coordinator,utilisateur,sans_adresse,0,0,0
CON-038761,ENT-11421,Neosolutions,,sans_titre,adresse_perso,1,0,6
CON-013199,ENT-11679,Nordilumworks,Executive Assistant,bruit,adresse_perso,0,0,0
CON-027205,ENT-00891,Axioconseil France,HR Intern,bruit,sans_adresse,0,0,0
CON-000434,ENT-05180,Fabrimarsolutions SAS,Responsable Recrutement,champion,sans_adresse,0,0,0
CON-021706,ENT-14643,Rapirinconsulting,HR Business Partner,champion,adresse_perso,0,0,0
CON-030163,ENT-04605,EstevaData SA,HR Manager,champion,adresse_perso,1,0,3
CON-002627,ENT-06762,Grimologistics SA,People Ops Coordinator,utilisateur,adresse_perso,0,0,0
CON-020381,ENT-09265,Kelvinexworks,People Ops Coordinator,utilisateur,adresse_perso,0,0,0
CON-071160,ENT-15184,SerenibelIndustries SA,,sans_titre,sans_adresse,0,0,0
CON-070629,ENT-14413,Rapidorlogistics SARL,People Ops Manager,champion,sans_adresse,0,0,0
CON-006058,ENT-01687,BriobelWorks,HR Officer,utilisateur,sans_adresse,1,0,3
CON-017897,ENT-13746,Primomarpharma,Head of Talent Acquisition,buyer,sans_adresse,0,0,0
CON-029047,ENT-01536,BelfoquiLogistics SAS,HR Assistant,utilisateur,sans_adresse,0,0,0
CON-068393,ENT-10893,Merinexdata France,HR Officer,utilisateur,sans_adresse,0,0,0
CON-075250,ENT-04300,EderihalWorks & Co,HRBP,champion,adresse_perso,1,0,4
CON-019515,ENT-00935,Axiofinmedia,HR Assistant,utilisateur,sans_adresse,0,0,0
CON-047022,ENT-00286,Altaquidata,Executive Assistant,bruit,sans_adresse,1,0,1
CON-056458,ENT-15377,Serenimarimmo & Co,Responsable Recrutement,champion,sans_adresse,0,0,0
CON-062765,ENT-09769,LorrisolLogic SA,People Ops Manager,champion,sans_adresse,0,0,0
CON-027583,ENT-08740,JuntogorLab,HR Officer,utilisateur,sans_adresse,1,0,2
CON-066291,ENT-14692,RapitasGroup,Talent Acquisition Specialist,utilisateur,sans_adresse,0,0,0
CON-046091,ENT-17124,Talosollab Group,,sans_titre,adresse_perso,0,0,0
CON-063936,ENT-03289,Cortiviaenergie & Co,HR Manager,champion,adresse_perso,0,0,0
CON-060518,ENT-07234,Haldepartners,HR Assistant,utilisateur,adresse_perso,0,0,0
CON-004150,ENT-20090,Yelloviaservices,Talent Acquisition Manager,champion,sans_adresse,1,0,2
CON-043817,ENT-18580,Vertihaldata Group,Head of HR Operations,buyer,adresse_perso,0,0,0
CON-017862,ENT-07829,IberibelSystems & Co,HR Manager,champion,adresse_perso,0,0,0
CON-008800,ENT-11781,NordirinIndustries France,Responsable Recrutement,champion,sans_adresse,0,0,0
CON-061521,ENT-02061,BriovenPharma & Co,HR Intern,bruit,adresse_perso,1,0,4
CON-062193,ENT-18852,VertiviaDigital & Co,HR Officer,utilisateur,sans_adresse,0,0,0
CON-074749,ENT-00616,Ardenlumenergie France,HR Assistant,utilisateur,sans_adresse,0,0,0
CON-050983,ENT-15361,SerenilumLogistics,Office Manager,bruit,sans_adresse,1,0,2
CON-018041,ENT-00618,ArdenlumFlow,Chargee de recrutement,utilisateur,sans_adresse,1,0,9
CON-014866,ENT-16939,Talohalretail,HR Officer,utilisateur,adresse_perso,0,0,0
CON-073427,ENT-19369,Walligorconseil Group,Responsable Recrutement,champion,sans_adresse,0,0,0
CON-054834,ENT-18923,Vespidigital & Co,Recruiter,utilisateur,sans_adresse,0,0,0
CON-076259,ENT-03522,Delfimarlab SAS,,sans_titre,sans_adresse,1,0,1
CON-040705,ENT-16515,SylvagorPartners SAS,HR Manager,champion,sans_adresse,0,0,0
CON-041256,ENT-11315,Neonexpartners,Talent Acquisition Manager,champion,sans_adresse,0,0,0
CON-019123,ENT-19340,WalliEnergie France,Office Manager,bruit,adresse_perso,0,0,0
CON-016286,ENT-20042,Yellotaspartners,Head of HR Operations,buyer,sans_adresse,0,0,0
CON-034386,ENT-09158,KelvihalIndustries,HR Officer,utilisateur,adresse_perso,0,0,0
CON-040091,ENT-10464,Mavimarindustries SA,Charge de recrutement,utilisateur,adresse_perso,0,0,0
CON-030554,ENT-14100,Quantiimmo,,sans_titre,adresse_perso,1,0,1
CON-018393,ENT-10217,LumivenFlow France,Office Manager,bruit,adresse_perso,0,0,0
CON-005736,ENT-11154,NeoEnergie,Head of HR Operations,buyer,adresse_perso,1,0,3
CON-007491,ENT-05685,FernorinServices SARL,HRBP,champion,adresse_perso,1,0,3
CON-004538,ENT-19994,Yellorinsystems & Co,HR Business Partner,champion,adresse_perso,1,0,5
CON-049570,ENT-05576,FernomarDynamics SA,People Ops Manager,champion,sans_adresse,0,0,0
CON-038872,ENT-03678,DelfitasSystems,People Ops Coordinator,utilisateur,sans_adresse,0,0,0
CON-026385,ENT-10252,LumiviaPartners SARL,,sans_titre,adresse_perso,0,0,0
CON-048831,ENT-11069,Meriviahub SAS,Charge de recrutement,utilisateur,adresse_perso,0,0,0
CON-072027,ENT-12679,Optivenimmo SA,Head of HR Operations,buyer,sans_adresse,0,0,0
CON-046489,ENT-00436,ArdenbelDigital,CHRO,buyer,adresse_perso,0,0,0
CON-008160,ENT-08120,IberirinFinance,Responsable Recrutement,champion,sans_adresse,0,0,0
CON-050434,ENT-15799,SolinexHub SA,Executive Assistant,bruit,sans_adresse,0,0,0
CON-035949,ENT-04021,DorioquiLab & Co,Head of HR Operations,buyer,adresse_perso,0,0,0
CON-069938,ENT-15221,Serenidordynamics Group,Recruiter,utilisateur,sans_adresse,0,0,0
CON-031400,ENT-19133,VespipraSoft,People Ops Coordinator,utilisateur,sans_adresse,1,0,1
CON-002481,ENT-19952,Yelloquiconsulting SARL,HR Assistant,utilisateur,adresse_perso,0,0,0
CON-060178,ENT-00703,Ardenquiforge,Talent Acquisition Specialist,utilisateur,adresse_perso,1,0,6
CON-031532,ENT-16004,Stellacaldata SARL,HR Business Partner,champion,adresse_perso,0,0,0
CON-055721,ENT-18612,VertilexEnergie Group,HR Assistant,utilisateur,sans_adresse,0,0,0
CON-032566,ENT-01388,Belfohalmobility SA,Talent Acquisition Specialist,utilisateur,sans_adresse,0,0,0
CON-032715,ENT-07922,Iberigorforge SARL,Head of Talent Acquisition,buyer,adresse_perso,0,0,0
CON-000677,ENT-05578,FernomarFlow SARL,People Ops Coordinator,utilisateur,sans_adresse,1,0,3
CON-065462,ENT-06231,Gallidorforge,HR Assistant,utilisateur,sans_adresse,1,0,2
CON-017760,ENT-13850,PrimorinWorks SAS,HR Director,buyer,sans_adresse,0,0,0
CON-007155,ENT-14787,Roccacalgroup Group,Office Manager,bruit,adresse_perso,1,0,4
CON-002807,ENT-06689,GrimogorEnergie,Office Manager,bruit,sans_adresse,0,0,0
CON-004780,ENT-18825,Vertitech SARL,Directrice RH,buyer,adresse_perso,1,0,2
CON-019560,ENT-17007,Talomarforge,Chargee de recrutement,utilisateur,sans_adresse,0,0,0
CON-048236,ENT-03504,Delfilumpharma,HR Manager,champion,sans_adresse,0,0,0
CON-015996,ENT-12827,Ovaligordynamics Group,Talent Acquisition Specialist,utilisateur,adresse_perso,1,0,5
CON-032682,ENT-04873,EstevasolGroup SARL,Head of HR Operations,buyer,sans_adresse,0,0,0
CON-011198,ENT-06577,GalliviaMedia,Chargee de recrutement,utilisateur,adresse_perso,0,0,0
CON-062416,ENT-00045,AltacalPharma,,sans_titre,adresse_perso,1,0,3
CON-064008,ENT-02387,Cauririnindustries France,Head of Talent Acquisition,buyer,adresse_perso,0,0,0
CON-061005,ENT-19308,WallicalRetail,People Ops Coordinator,utilisateur,adresse_perso,0,0,0
CON-062404,ENT-15012,RoccapraDynamics & Co,People Ops Manager,champion,adresse_perso,1,0,3
CON-068047,ENT-00091,ALTAFINIMMO,VP People,buyer,adresse_perso,0,0,0
CON-031841,ENT-15344,Serenilextech,HR Business Partner,champion,sans_adresse,0,0,0
CON-001224,ENT-17964,Ulmisystems Group,Responsable Recrutement,champion,sans_adresse,0,0,0
CON-023680,ENT-17734,Ulmigorhub Group,Head of HR Operations,buyer,sans_adresse,0,0,0
CON-018950,ENT-03692,DelfivenHub France,Directrice RH,buyer,sans_adresse,0,0,0
CON-017694,ENT-11595,Nordigorgroup SARL,Executive Assistant,bruit,adresse_perso,1,1,4
CON-033838,ENT-07716,HeliosolDynamics Group,Recruiter,utilisateur,adresse_perso,0,0,0
CON-066662,ENT-20461,ZephitasHub France,Head of People,buyer,adresse_perso,1,0,5
CON-059531,ENT-03792,Doriodorpartners SARL,COO,buyer,sans_adresse,1,0,3
CON-012152,ENT-08513,Ivororindata France,Head of Talent Acquisition,buyer,adresse_perso,0,0,0
CON-025503,ENT-06047,FlexiquiImmo SARL,Head of People,buyer,adresse_perso,1,0,3
CON-039695,ENT-08176,Iberitaspharma,HR Officer,utilisateur,sans_adresse,1,0,2
CON-035606,ENT-12074,NovalumConsulting,People Ops Manager,champion,sans_adresse,0,0,0
CON-038125,ENT-02372,CauriquiSolutions Group,Directeur RH,buyer,sans_adresse,0,0,0
CON-014601,ENT-16878,Talofinfood SA,Talent Acquisition Specialist,utilisateur,sans_adresse,0,0,0
CON-003445,ENT-11117,NeocalLogic,Compensation & Benefits Manager,champion,adresse_perso,0,0,0
CON-042011,ENT-18012,Ulmivenworks,Head of Talent Acquisition,buyer,adresse_perso,0,0,0
CON-038169,ENT-12342,Opticalpartners,Head of Talent Acquisition,buyer,sans_adresse,0,0,0
CON-037244,ENT-02305,Caurinexdynamics SARL,Head of People,buyer,sans_adresse,1,0,5
CON-047976,ENT-02601,Cendraforge,HR Manager,champion,sans_adresse,0,0,0
CON-051470,ENT-13121,OvaliviaForge SAS,Office Manager,bruit,sans_adresse,1,0,3
CON-052343,ENT-16864,Talodorsoft France,,sans_titre,sans_adresse,0,0,0
CON-026272,ENT-09467,Lorricalmedia,Chargee de recrutement,utilisateur,sans_adresse,1,0,4
CON-063302,ENT-06367,GallimarConseil SARL,Chargee de recrutement,utilisateur,sans_adresse,0,0,0
CON-050935,ENT-00369,AltatasIndustries France,Talent Acquisition Manager,champion,adresse_perso,1,0,2
CON-065007,ENT-19112,VespinexSystems & Co,Recruiter,utilisateur,sans_adresse,1,0,6
CON-011956,ENT-16824,TalocalForge,Head of Talent Acquisition,buyer,sans_adresse,0,0,0
CON-029962,ENT-03798,Doriodorsystems,Directrice RH,buyer,sans_adresse,0,0,0
CON-006389,ENT-18549,VertifinServices,HR Officer,utilisateur,adresse_perso,0,0,0
CON-022614,ENT-18888,VespibelLogic SA,COO,buyer,sans_adresse,0,0,0
CON-063163,ENT-07682,HelioquiPharma France,People Ops Coordinator,utilisateur,sans_adresse,0,0,0
CON-034968,ENT-16193,StellamarLogistics,HR Assistant,utilisateur,adresse_perso,0,0,0
CON-057112,ENT-20262,ZephilexImmo,Compensation & Benefits Manager,champion,adresse_perso,0,0,0
CON-004856,ENT-03023,Cortigorgroup,HR Officer,utilisateur,sans_adresse,0,0,0
CON-069396,ENT-12291,NovaviaMedia SAS,Charge de recrutement,utilisateur,sans_adresse,0,0,0
CON-044844,ENT-06174,GallibelDigital & Co,Directrice RH,buyer,adresse_perso,0,0,0
CON-048386,ENT-16780,SylvaviaFood SA,Responsable Recrutement,champion,adresse_perso,1,0,8
CON-000342,ENT-10763,MerifinSystems,Head of Talent Acquisition,buyer,adresse_perso,0,0,0
CON-036191,ENT-11149,Neodorsolutions Group,HR Assistant,utilisateur,adresse_perso,0,0,0
CON-019358,ENT-01298,BelfoDigital SA,Recruiter,utilisateur,sans_adresse,0,0,0
CON-063457,ENT-01022,AxiolumFood SARL,CEO,buyer,adresse_perso,0,0,0
CON-068804,ENT-12568,Optipramobility,HRBP,champion,adresse_perso,1,0,6
CON-066088,ENT-06404,GallinexLabs SARL,Chargee de recrutement,utilisateur,sans_adresse,1,0,10
CON-058596,ENT-04320,EderilexPharma & Co,Executive Assistant,bruit,adresse_perso,0,0,0
CON-019924,ENT-13228,PerrifinWorks,Executive Assistant,bruit,adresse_perso,0,0,0
CON-062793,ENT-04388,EderinexMobility & Co,HR Manager,champion,sans_adresse,0,0,0
CON-058835,ENT-18588,Vertihalhub,HR Assistant,utilisateur,adresse_perso,0,0,0
CON-004372,ENT-03524,DelfimarMedia & Co,CHRO,buyer,adresse_perso,0,0,0
CON-022811,ENT-03047,CortihalHub,Executive Assistant,bruit,sans_adresse,1,0,1
CON-032543,ENT-20393,ZephiquiLabs Group,,sans_titre,sans_adresse,0,0,0
CON-074520,ENT-12096,Novamardata,HRBP,champion,adresse_perso,0,0,0
CON-062240,ENT-12191,Novarinconsulting Group,HR Business Partner,champion,adresse_perso,0,0,0
CON-039156,ENT-12992,OvalipraSolutions Group,People Ops Manager,champion,sans_adresse,1,0,1
CON-061556,ENT-13392,Perriprasoft,HR Assistant,utilisateur,sans_adresse,0,0,0
CON-065288,ENT-11385,Neorinlabs SA,Talent Acquisition Manager,champion,adresse_perso,1,0,3
CON-055694,ENT-18794,VertisolPharma SAS,HR Intern,bruit,sans_adresse,0,0,0
CON-042541,ENT-15640,Solidorlab,Head of Talent Acquisition,buyer,adresse_perso,0,0,0
CON-072347,ENT-14687,Rapitasenergie,Head of People,buyer,sans_adresse,0,0,0
CON-056280,ENT-16148,StellalexLogic,Head of Talent Acquisition,buyer,adresse_perso,0,0,0
CON-072646,ENT-09795,Lorritasmobility France,Chargee de recrutement,utilisateur,sans_adresse,1,0,6
CON-002370,ENT-14014,QuantidorLabs France,People Ops Coordinator,utilisateur,adresse_perso,0,0,0
CON-019885,ENT-10247,LumiviaLab,HR Intern,bruit,adresse_perso,0,0,0
CON-074754,ENT-01024,AxiolumHub SARL,HR Assistant,utilisateur,sans_adresse,1,0,7
CON-045003,ENT-08990,Juntovenconsulting SA,HR Assistant,utilisateur,sans_adresse,1,0,4
CON-008512,ENT-20220,Zephigorpharma,Recruiter,utilisateur,sans_adresse,1,0,2
CON-041908,ENT-09567,LorrihalIndustries,,sans_titre,sans_adresse,1,0,8
CON-041630,ENT-04117,DoriovenHub,Responsable Recrutement,champion,adresse_perso,0,0,0
